Date ,startup_name,industry_vertical,SubVertical,Country,City /State Location,Investors_Name,Investment_Type,Amount_in_USD,Remarks
21-11-2017,Rapido,SaaS & Enterprise Tech,Bike and Taxi pooling online platform,India,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed Funding,"3,29,230",no Remark
21-11-2017,RedBook,SaaS & Enterprise Tech,AI based pharmacy drugs insights platform,India,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed Funding,"2,50,000",no Remark
20-11-2017,ONN Bikes,SaaS & Enterprise Tech,Self riding bike rental program,India,Mumbai,Z Nation Lab,Seed Funding,"6,92,000",no Remark
17-11-2017,Kanhaiya,Media & Entertainment,Storytelling platform,India,Hyderabad,Undisclosed,Seed Funding,"2,00,000",no Remark
17-11-2017,Perspectico,SaaS & Enterprise Tech,Placement preparation and career growth training platform,India,New Delhi,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed Funding,,no Remark
15-11-2017,ElderAid Wellness,HealthTech,Social Healthcare Enterprise,India,Bengaluru,Rugmini Menon,Angel Funding,,no Remark
15-11-2017,Josh Talks,Media & Entertainment,Storytelling platform,India,Gurugram,"Girish Mathrubootham, Apurva Chamaria, Rohit Chanana",Private Equity,,no Remark
15-11-2017,Omnia Information,SaaS & Enterprise Tech,WiFi Analytics Platform,India,New Delhi,Omidyar Network,Private Equity,"30,00,000",no Remark
15-11-2017,Reniso,SaaS & Enterprise Tech,End-to-End property management for landlords living away,India,New Delhi,"Nishit Sharma, Alok Srivastava",Seed Funding,,no Remark
15-11-2017,Sumeru,SaaS & Enterprise Tech,Banking Software License Platform,India,Bengaluru,Undisclosed,Seed Funding,"9,00,000",no Remark
14-11-2017,Active.ai,SaaS & Enterprise Tech,AI based FinTech platform,India,Bengaluru,Vertex Ventures,Private Equity,"82,50,000",no Remark
14-11-2017,Hungry Foal,E-Commerce,Healthy & Nutrition based snacks online platform,India,Gurugram,GAIL India Ltd,Seed Funding,,no Remark
13-11-2017,Universal Sportsbiz Pvt. Ltd,E-Commerce,Celebrity fashion accessories and merchandise,India,Mumbai,Accel Partners,Private Equity,"1,50,00,000",no Remark
10-11-2017,Happily Unmarried,E-Commerce,Online Gifting platform,India,New Delhi,Wipro Consumer Care,Private Equity,,no Remark
10-11-2017,Qubole,SaaS & Enterprise Tech,Big Data based analytics platform,India,Bengaluru,"Singtel, Innov8, Harmony Partners",Private Equity,"2,50,00,000",no Remark
09-11-2017,Mobiliz AR,SaaS & Enterprise Tech,Augmented Reality based Tech platform,India,Bengaluru,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,no Remark
09-11-2017,NoPaperForms,SaaS & Enterprise Tech,Enrolment Management Platform,India,New Delhi,Info Edge,Seed Funding,"8,72,000",no Remark
09-11-2017,Tilite Technologies Pvt. Ltd,SaaS & Enterprise Tech,Saas based Corporate Travel Management Solution,India,Bengaluru,Matrix Partners,Seed Funding,,no Remark
08-11-2017,FarmLink,E-Commerce,Online platform for Agricultural products,India,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,"30,00,000",no Remark
08-11-2017,Fisdom,FinTech,Mutual Fund Investment App,India,Bengaluru,Quona Capital Management,Private Equity,"30,00,000",no Remark
08-11-2017,OpenApp,SaaS & Enterprise Tech,IoT based Tech Startup,India,Bengaluru,"Axilor Ventures, Kumar Vembu",Private Equity,"36,00,000",no Remark
08-11-2017,TalentEdge,SaaS & Enterprise Tech,Distance Education Learning Platform,India,Bengaluru,Lumis Partners,Private Equity,"76,00,000",no Remark
07-11-2017,CoveIoT,SaaS & Enterprise Tech,Wearable tech and Internet of Things platform,India,Bengaluru,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,"50,00,000",no Remark
07-11-2017,Crayon Data,SaaS & Enterprise Tech,Customer Engagement Platform,India,New Delhi,Infosys co-founder Kris Gopalakrishnan,Seed Funding,,no Remark
07-11-2017,DocTalk,SaaS & Enterprise Tech,Doctor Patient Communication platform,India,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,"50,00,000",no Remark
06-11-2017,Leverage Edu,E-Commerce,Online platform for Higher Education Services,India,New Delhi,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed Funding,,no Remark
06-11-2017,Smart Karma,SaaS & Enterprise Tech,Financial Technology Research Platform,India,Bengaluru,IDG Ventures India,Private Equity,,no Remark
04-11-2017,Hevo Data,SaaS & Enterprise Tech,Real time data analytics & reporting,India,Bengaluru,IDG Ventures India,Private Equity,"10,00,000",no Remark
03-11-2017,HalaPlay,Consumer Internet,Online Fantasy Games,India,Mumbai,"Kae Capital Management, Nazara Technologies",Seed Funding,,no Remark
03-11-2017,Kalpnik Technologies,SaaS & Enterprise Tech,VR based Spiritual platform,India,Bengaluru,Venture Catalysts,Seed Funding,"5,00,000",no Remark
03-11-2017,Vagupu,SaaS & Enterprise Tech,Online Tutorial Marketplace,India,Bengaluru,Undisclosed,Seed Funding,"10,00,000",no Remark
02-11-2017,AadharAPI.com,SaaS & Enterprise Tech,Aadhaar-based API provider,India,Pune,CIO Angel Network,Seed Funding,,no Remark
02-11-2017,FreshBoxx,E-Commerce,Online Grocery Store,India,Bengaluru,Jayant Humbarwadi,Seed Funding,,no Remark
02-11-2017,Prest Loans,FinTech,Business & SME Loans provider,India,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,"5,70,000",no Remark
31-10-2017,MSE,FinTech,Equity Stock Exchange,India,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,"3,20,00,000",no Remark
31-10-2017,Netmeds,E-Commerce,Online Pharmacy,India,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,"1,40,00,000",no Remark
30-10-2017,GoldFarm,FoodTech,Agriculture Technology,India,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,"20,00,000",no Remark
28-10-2017,CashFree,SaaS & Enterprise Tech,Payments Platform for Marketplaces and Fintechs,India,New Delhi,Y Combinator,Seed Funding,"1,20,000",no Remark
28-10-2017,Ola Cabs,Consumer Internet,App based cab hailing services,India,Bengaluru,ANI Technologies Pvt. Ltd,Private Equity,"77,00,000",no Remark
27-10-2017,OfBusiness,SaaS & Enterprise Tech,B2B Finance & Fulfilment Network,India,Gurugram,Kotak Mahindra Bank,Debt Funding,"38,00,000",no Remark
27-10-2017,Olly Credit,SaaS & Enterprise Tech,Credit + payment mobile app,India,New Delhi,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,,no Remark
26-10-2017,Big Basket,E-Commerce,Online Grocery portal,India,Bengaluru,Helion Ventures Partners,Private Equity,"50,00,000",no Remark
25-10-2017,PropStory,Consumer Internet,Real Estate content portal,India,Gurugram,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,,no Remark
25-10-2017,SpotDraft,Consumer Internet,Contract Automation,India,Gurugram,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,"5,50,000",no Remark
24-10-2017,Chevon,FoodTech,Frozen Meat provider,India,Mumbai,Greenfield Advisory,Private Equity,,no Remark
24-10-2017,FYRE,FoodTech,Herbal energy shot maker,India,Mumbai,Venture Catalysts,Seed Funding,"5,00,000",no Remark
24-10-2017,Skillenza,Consumer Internet,Online Learning Platform,India,Bengaluru,"Blume Ventures, Indian Angel Network",Seed Funding,"7,22,000",no Remark
24-10-2017,TagBox,SaaS & Enterprise Tech,Cold Chain monitoring solution,India,Bengaluru,"Indian Angel network, IAN Fund",Seed Funding,,no Remark
24-10-2017,ZipLoan,Consumer Internet,SME lending platform,India,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,"30,00,000",no Remark
23-10-2017,Cashe,Consumer Internet,app-only lending platform,India,Mumbai,IFMR Capital,Debt Funding,"31,00,000",no Remark
23-10-2017,Park Easy,Consumer Internet,Machine learning based parking discovery,India,Kolkata,Rockstart Accelerator,Seed Funding,"1,18,000",no Remark
23-10-2017,RAW Pressery,FoodTech,Cold pressed Juice maker,India,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,"60,00,000",no Remark
23-10-2017,Toppr,Consumer Internet,Mobile based learning app,India,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,"70,00,000",no Remark
18-10-2017,Bank Bazaar,Consumer Internet,Online Financial Marketplace,India,Chennai,Experian,Private Equity,"70,00,000",no Remark
18-10-2017,BlackBuck,Logistics,B2B Logistics provider,India,Bengaluru,Innoven Capital,Private Equity,"77,00,000",no Remark
18-10-2017,Hasura,SaaS & Enterprise Tech,App building platform,India,Chennai,"Nexus, GREE Ventures",Private Equity,,no Remark
18-10-2017,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,India,Mumbai,Undisclosed,Seed Funding,"5,00,000",no Remark
17-10-2017,Fingerlix,Consumer Internet,Food Ordering Portal,India,Bengaluru,"Accel Partners, Zephyr Peacock",Private Equity,"70,00,000",no Remark
16-10-2017,KrazyBee,Consumer Internet,Micro-lending platform,India,Bengaluru,"Xiaomi Technologies, Shunwei Capital",Private Equity,"80,00,000",no Remark
16-10-2017,Renew Buy,Consumer Internet,Online Insurance Aggregator,India,New Delhi,Amicus Capital,Private Equity,"92,00,000",no Remark
13-10-2017,Chaayos,E-Commerce,Online Chai ordering platform,India,Gurugram,Tiger Global Management,Private Equity,"20,00,000",no Remark
13-10-2017,Gapoon,Consumer Internet,home maintenance services platform,India,Bengaluru,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,"2,50,000",no Remark
13-10-2017,Policy Bazaar,Consumer Internet,Online insurance policy aggregator,India,Gurugram,"Wellington Management, DG Ventures India, True North",Private Equity,"7,70,00,000",no Remark
12-10-2017,UCLID,SaaS & Enterprise Tech,"Education Network for Institutions, teachers & Students",India,Hyderabad,Undisclosed,Seed Funding,"2,35,000",no Remark
11-10-2017,Meesho,E-Commerce,Online Reseller Network,India,Bengaluru,"SAIF Partners, YCombinator, Venture Highway",Private Equity,"31,00,000",no Remark
11-10-2017,StanPlus,Logistics,Medical Transportation Services,India,Hyderabad,KStart Capital,Private Equity,"11,00,000",no Remark
10-10-2017,Easy Diner,Consumer Internet,online restaurant reservation platform,India,Gurugram,Saama Capital and DSG Consumer Partners,Private Equity,"45,00,000",no Remark
10-10-2017,Parallel Dots,SaaS & Enterprise Tech,AI-powered deep learning solutions,India,Gurugram,"Multipoint Capital,",Private Equity,"14,00,000",no Remark
09-10-2017,Agrowave,SaaS & Enterprise Tech,Agriculture Supply Chain management solutions,India,Gurugram,Daffodil Software,Seed Funding,,no Remark
09-10-2017,IBSFintech,SaaS & Enterprise Tech,Treasury Risk Management Solution,India,Bengaluru,Shailesh Haribhakti,Seed Funding,,no Remark
09-10-2017,Letsservice,Consumer Internet,Auto Service Logistics & SAAS platform,India,Bengaluru,Aequs Group,Private Equity,,no Remark
09-10-2017,MyGubbi,E-Commerce,Home Interior Designing Seller,India,Bengaluru,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,"27,00,000",no Remark
09-10-2017,OneStepUp,SaaS & Enterprise Tech,Education Technology platform,India,New Delhi,Orient BlackSwan,Seed Funding,"3,36,000",no Remark
09-10-2017,ThirdWatch,SaaS & Enterprise Tech,AI-powered anti-fraud solutions,India,Gurugram,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,,no Remark
06-10-2017,Drivezy,Consumer Internet,Self Drive car and bike rental platform,India,Bengaluru,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,"1,00,00,000",no Remark
06-10-2017,Farm Taaza,SaaS & Enterprise Tech,Fresh Produce SCM company,India,Bengaluru,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,"80,00,000",no Remark
06-10-2017,Slice Pay,Consumer Internet,Student Micro-financing platform,India,Bengaluru,"Das Capital, Simile Ventures",Private Equity,"20,00,000",no Remark
06-10-2017,Yaantra,E-Commerce,Mobile repair and Refurbishment platform,India,New Delhi,Carpediem Capital,Private Equity,"31,00,000",no Remark
05-10-2017,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,India,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,"10,00,000",no Remark
05-10-2017,Oorjan,SaaS & Enterprise Tech,rooftop solar platform,India,Mumbai,Globevestor,Seed Funding,"4,50,000",no Remark
05-10-2017,Zefo,E-Commerce,Ecommerce Portal for Used Goods,India,Bengaluru,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,"92,00,000",no Remark
04-10-2017,CollPoll,Consumer Internet,Education collaboration platform,India,Bengaluru,Sprout Angels,Seed Funding,"3,06,000",no Remark
04-10-2017,Elanic,Consumer Internet,P2P platform for Fashion sales,India,Bengaluru,Digital Garage,Seed Funding,,no Remark
04-10-2017,PhonePe,Consumer Internet,Digital Wallet,India,Bengaluru,Flipkart,Private Equity,"3,87,00,000",no Remark
03-10-2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,India,Gurugram,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed Funding,,no Remark
03-10-2017,HomeCapital,Consumer Internet,Home Loan Down payment assistance program,India,Mumbai,Venture Catalysts,Seed Funding,,no Remark
03-10-2017,Ola Cabs,Consumer Internet,App based cab hailing services,India,Bengaluru,"Tencent, Softbank Group",Private Equity,"11,00,00,000",no Remark
28-09-2017,Aadyah,SaaS & Enterprise Tech,Defense Tech & Aerospace startup,India,Bengaluru,Keiretsu Forum,Private Equity,"10,00,000",no Remark
27-09-2017,Fashalot,Consumer Internet,O2O fashion discovery platform,India,Gurugram,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,,no Remark
27-09-2017,GoChoppers,Consumer Internet,Luxury Helicopter Tourism Services portal,India,Gurugram,"Rivergate Capital,",Seed Funding,,no Remark
27-09-2017,MyUpchar,Consumer Internet,Local Language Health Information portal,India,New Delhi,LetsVenture,Seed Funding,"3,00,000",no Remark
27-09-2017,Pitstop,Consumer Internet,Car repair and Servicing Platform,India,Bengaluru,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,"10,00,000",no Remark
27-09-2017,Transerve,SaaS & Enterprise Tech,Geospatial Technology-based SaaS solutions,India,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,"16,00,000",no Remark
26-09-2017,Credifiable,Consumer Internet,Online consumer lending platform,India,Bengaluru,Kae Capital,Private Equity,,no Remark
26-09-2017,Inclov,Consumer Internet,Matchmaking app for the differently abled,India,Gurugram,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,,no Remark
26-09-2017,Multibhashi,Consumer Internet,Language learning Mobile App,India,Bengaluru,"Aniruddha Malpani, Startup Oasis",Seed Funding,,no Remark
25-09-2017,Cropin,SaaS & Enterprise Tech,Crop Technology Solutions,India,Bengaluru,Beenext,Private Equity,,no Remark
25-09-2017,Rapido,Consumer Internet,Bike Aggregator Mobile App,India,Bengaluru,Battery Road Digital Holdings LLC,Seed Funding,"4,22,000",no Remark
25-09-2017,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,India,Mumbai,Mehul Shah,Seed Funding,"1,50,000",no Remark
25-09-2017,Synup,SaaS & Enterprise Tech,SME Marketing Management Solution,India,Bengaluru,"Vertex Ventures, Prime Venture Partners.",Private Equity,"60,00,000",no Remark
25-09-2017,Tinmen,Consumer Internet,Food Delivery platform,India,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,,no Remark
25-09-2017,Vogo,Consumer Internet,Scooter Rental Platform,India,Bengaluru,AV Thomas Group,Seed Funding,,no Remark
22-09-2017,Ace Turtle,SaaS & Enterprise Tech,Omni-channel web commerce solutions provider,India,Bengaluru,InnoVen Capital,Private Equity,,no Remark
22-09-2017,Yatra.com,E-Commerce,Online Travel Agency,India,Gurugram,InnoVen Capital India,Debt Funding,"1,54,00,000",no Remark
21-09-2017,91SpringBoard,Consumer Internet,Co-working spaces,India,New Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,,no Remark
21-09-2017,Gaming Monk,Consumer Internet,E-sports platform,India,New Delhi,AdvantEdge,Private Equity,,no Remark
21-09-2017,Homergize,E-Commerce,Home Furnishing & Building material marketplace,India,Bengaluru,LG Chandrasekhar,Private Equity,"10,00,000",no Remark
21-09-2017,SaveBC,FinTech,financial services firm,India,Gaya,Incofin Investment Management.,Private Equity,"60,00,000",no Remark
20-09-2017,HWell24 Plus,HealthTech,Technology-Empowered Healthcare Solutions,India,Mumbai,Undisclosed,Seed Funding,,no Remark
19-09-2017,High Radius,SaaS & Enterprise Tech,Integrated receivables software solutions,India,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,"5,00,00,000",no Remark
19-09-2017,Noticeboard,SaaS & Enterprise Tech,"mobile-first communication platform for on-field staff,",India,Bengaluru,"Shamik Sharma, Aprameya Radhakrishna",Seed Funding,,no Remark
18-09-2017,The Moms Co,E-Commerce,Pregnancy & Baby Care product etailer,India,Gurugram,"DSG Consumer Partners, Saama Capital",Private Equity,"10,00,000",no Remark
14-09-2017,Gurukul,Consumer Internet,co-working space provider,India,New Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,,no Remark
14-09-2017,Smaaash,SaaS & Enterprise Tech,Virtual Reality gaming and entertainment platform,India,Mumbai,ECL Finance,Private Equity,"4,40,00,000",no Remark
14-09-2017,WheelStreet,Consumer Internet,Bike Rental Platform,India,Bengaluru,Y Combinator,Seed Funding,"1,20,000",no Remark
14-09-2017,Xprep,Consumer Internet,Online Tutoring Platform,India,New Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,,no Remark
13-09-2017,GlowRoad,Consumer Internet,women focussed customer-to-customer reseller network,India,Bengaluru,"Accel Partners,",Private Equity,"20,00,000",no Remark
13-09-2017,Heterogenous,SaaS & Enterprise Tech,Telecom & IoT platform,India,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,"7,80,000",no Remark
13-09-2017,OYO Rooms,Consumer Internet,udget hotel marketplace,India,Gurugram,China Lodging Group,Private Equity,"1,00,00,000",no Remark
13-09-2017,Unacademy,Consumer Internet,Online learning platform,India,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,"1,15,00,000",no Remark
