date,startup_name,industry_vertical,subvertical,country,city /state location,investors_name,investment_type,amount_in_usd,year,month
2016-08-04,Petoo,Consumer Internet,Food Delivery Platform,India,Bengaluru,Existing Investors,Seed Funding,500000,2016,August
2016-08-03,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,India,Gurugram,Brand Capital,Seed Funding,225000,2016,August
2016-08-03,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,India,Mumbai,Paul Roy,Seed Funding,890000,2016,August
2016-08-03,Xcode,HealthTech,Personal Genomics,India,Chennai,RoundGlass Partners,Private Equity,,2016,August
2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,India,Bengaluru,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,,2016,August
2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,India,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000,2016,August
2016-08-02,Yumlane,FoodTech,Retail Food & Snack Offline centres,India,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000,2016,August
2016-08-01,HealthKart,E-Commerce,Online Pharmacy & Health Marketplace,India,Gurugram,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000,2016,August
2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic Discovery Platform,India,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,200000,2016,August
2016-08-01,RepairEasy,Consumer Internet,Gadget Repair Services Platform,India,Pune,Undisclosed,Seed Funding,275000,2016,August
2016-08-01,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,India,Pune,Syska LED group,Private Equity,2500000,2016,August
2016-08-01,Voonik,E-Commerce,Online Women Fashion Marketplace,India,Bengaluru,InnoVen Capital,Private Equity,3000000,2016,August
2016-07-21,AbeRuk,E-Commerce,Online Marketplace for books,India,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,,2016,July
2016-07-21,Drums Food,FoodTech,Yogurt and Ice Cream maker,India,Mumbai,"Verlinvest, DSG Consumer Partners",Unclassified,,2016,July
2016-07-21,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,India,New Delhi,Nihon Kotsu Co,Private Equity,1000000,2016,July
2016-07-21,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,India,Bengaluru,Indian Angel Network,Seed Funding,595000,2016,July
2016-07-20,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,India,Pune,Nilesh Shah,Seed Funding,,2016,July
2016-07-20,Tax2Win,Consumer Internet,Online Tax Filing Portal,India,Jaipur,Undisclosed,Private Equity,1000000,2016,July
2016-07-20,Truckola,Logistics,Tech-focused cargo transport startup,India,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000,2016,July
2016-07-19,AppLop,Consumer Internet,Mobile Apps SaaS Platform,India,Gurugram,Green House Ventures Accelerator,Seed Funding,250000,2016,July
2016-07-19,Deal4Loans,Consumer Internet,Loans Comparison platform,India,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000,2016,July
2016-07-19,NiYO Solutions,SaaS & Enterprise Tech,Payroll & Benefits Software solutions,India,Bengaluru,Prime Venture Partners,Private Equity,1000000,2016,July
2016-07-19,Sagacito,SaaS & Enterprise Tech,Cloud-Based Enterprise Solutions,India,New Delhi,Star India Pvt. Ltd,Private Equity,10000000,2016,July
2016-07-18,BlueStone,E-Commerce,Jewellery Etailer,India,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000,2016,July
2016-07-18,ImageProVision,SaaS & Enterprise Tech,Image Analysis Solutions,India,Pune,Satish Jamdar,Seed Funding,,2016,July
2016-07-18,underDOGS,SaaS & Enterprise Tech,Game Development Startup,India,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,2016,July
2016-07-18,Yellowdig,Consumer Internet,Online Learning Platform,India,Pune,SRI Capital,Seed Funding,650000,2016,July
2016-07-18,Zuppler,Consumer Internet,Online Food Ordering platform,India,New Delhi,SRI Capital,Seed Funding,650000,2016,July
2016-07-15,BaggOut,E-Commerce,Women Fashion etailer,India,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,2016,July
2016-07-15,BankerBay,Consumer Internet,Online Investment Banking platform,India,Bengaluru,Undisclosed,Private Equity,2000000,2016,July
2016-07-15,Ridlr,Consumer Internet,Public Transport Mobile App,India,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000,2016,July
2016-07-15,Satvacart,E-Commerce,Online Grocers,India,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,2016,July
2016-07-15,TripShelf,E-Commerce,Travel Package Marketplace,India,New Delhi,GEMS group,Seed Funding,250000,2016,July
2016-07-15,WorkApps,SaaS & Enterprise Tech,Enterprise Work Management Software,India,Pune,SRI Capital,Seed Funding,1000000,2016,July
2016-07-14,AskIITians,Consumer Internet,Online Education & Tutoring portals,India,New Delhi,500 Startups,Private Equity,,2016,July
2016-07-14,Augrav,E-Commerce,Personalized precious Jewellery etailer,India,Coimbatore,Keiretsu Forum,Seed Funding,450000,2016,July
2016-07-14,ShoppinPal,SaaS & Enterprise Tech,M-Commerce Solutions for Retail Stores,India,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000,2016,July
2016-07-13,CityFurnish,Consumer Internet,Online Furniture Renting Platform,India,Gurugram,Brand Capital,Seed Funding,,2016,July
2016-07-13,HEAL Institute,HealthTech,Sports Focused Healthcare Startup,India,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,2016,July
2016-07-13,RentMojo,Consumer Internet,Online Furniture Renting Platform,India,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,5000000,2016,July
2016-07-13,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,India,Bengaluru,"SAIF Partners, India Quotient",Private Equity,1350000,2016,July
2016-07-13,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,India,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000,2016,July
2016-07-13,Urban Tailor,Consumer Internet,E-Tailoring service provider,India,Bengaluru,Unitus Seed Fund,Private Equity,,2016,July
2016-07-13,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,India,Chennai,Ajay Piramal,Seed Funding,,2016,July
2016-07-13,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",India,New Delhi,Rainmaker Ventures,Private Equity,5000000,2016,July
2016-07-12,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,India,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,,2016,July
2016-07-12,GyanDhan,Consumer Internet,Education Focused Financing Platform,India,New Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,,2016,July
2016-07-12,HitGrit,Consumer Internet,Online Legal Consultation platform,India,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,,2016,July
2016-07-12,MintM,Consumer Internet,Digital Marketing & AdTech Platform,India,Bengaluru,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,,2016,July
2016-07-12,SirionLabs,SaaS & Enterprise Tech,SAAS based Service Agreement Management,India,Gurugram,Sequoia Capital,Private Equity,12250000,2016,July
2016-07-11,Overcart.com,E-Commerce,Unboxed & refurbished electronic products marketplace,India,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000,2016,July
2016-07-11,Purplle,E-Commerce,Beauty Products Marketplace,India,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000,2016,July
2016-07-11,Trak N Tell,SaaS & Enterprise Tech,Car Tracking & Safety System,India,Gurugram,Brian Acton,Private Equity,3500000,2016,July
2016-07-08,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,India,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000,2016,July
2016-07-08,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,India,Bengaluru,"Alex Chua, Rahul Garg",Seed Funding,,2016,July
2016-07-07,Adytude,Consumer Internet,Gamified Consumer Insights Portal,India,New Delhi,Indian Angel Network,Private Equity,1000000,2016,July
2016-07-07,AppDaily,SaaS & Enterprise Tech,Mobile Security App development & Distribution,India,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000,2016,July
2016-07-07,Quickli,Logistics,On-Demand Delivery Startup,India,Gurugram,"AVG Group, 500 Startups",Private Equity,,2016,July
2016-07-07,SpectraVR,SaaS & Enterprise Tech,Virtual Reality Content Studio,India,Mumbai,Rothenberg Ventures,Seed Funding,,2016,July
2016-07-06,Dont Scratch Your Head,SaaS & Enterprise Tech,Full Stack Offline & Online ERP Solution,India,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000,2016,July
2016-07-06,HappilyUnmarried,E-Commerce,Online Merchandize etailer,India,New Delhi,Info Edge (India) Ltd,Private Equity,740000,2016,July
2016-07-06,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",India,Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000,2016,July
2016-07-05,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,India,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000,2016,July
2016-07-05,Flyrobe,E-Commerce,Online fashion rental platform,India,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,1700000,2016,July
2016-07-05,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,India,Gurugram,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000,2016,July
2016-07-04,CureFit,Consumer Internet,Online Preventive Healthcare Platform,India,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000,2016,July
2016-07-04,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,USA,Unknown,Rajan Anandan,Seed Funding,,2016,July
2016-07-04,Grab.in,Logistics,hyperlocal logistics service,India,Mumbai,Aramex Ventures Llc,Private Equity,2000000,2016,July
2016-07-04,NeoGrowth,FinTech,SME Lending platform,India,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000,2016,July
2016-07-04,StitchWood,E-Commerce,Custom Furniture Online,India,Mumbai,Deepak Gupta,Seed Funding,200000,2016,July
2016-07-04,WealthTrust,Consumer Internet,Wealth Management App,India,Mumbai,India Quotient,Seed Funding,,2016,July
2016-07-02,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,India,Bengaluru,SAIF Partners,Private Equity,700000,2016,July
2016-07-01,DarwinBox,SaaS & Enterprise Tech,HR Software Services Startup,India,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,,2016,July
2016-07-01,PressPlay TV,Consumer Internet,Video Content Discovery Platform,India,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,,2016,July
2016-07-01,Razorpay,Consumer Internet,Online Payment Gateway,India,Bengaluru,MasterCard,Private Equity,,2016,July
2016-07-01,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,India,Mumbai,Zaffiro Ventures,Seed Funding,500000,2016,July
2016-06-30,Biryani Blues,FoodTech,QSR Chain,India,Gurugram,Carpediem Capital & Others,Private Equity,368000,2016,June
2016-06-30,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,India,Bengaluru,Aarin Capital,Seed Funding,220000,2016,June
2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Taxi Cab booking,India,Mumbai,Brand Capital,Private Equity,25000000,2016,June
2016-06-30,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,India,Bengaluru,"Omidyar Network, Accel Partners & existing investors",Private Equity,,2016,June
2016-06-29,ImpactGuru,Consumer Internet,Crowdfunding Platform,India,Mumbai,Piyush Jain,Seed Funding,,2016,June
2016-06-29,LetReach,E-Commerce,ECommerce SAAS Solutions,India,New Delhi,vCommission,Private Equity,100000,2016,June
2016-06-29,TrendieApp,SaaS & Enterprise Tech,Visual Content Marketing,India,Kolkata,Harsh Vardhan Hada,Seed Funding,50000,2016,June
2016-06-29,Velvetcase,E-Commerce,Online designer jewellery marketplace,India,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000,2016,June
2016-06-28,BlogBeats,Consumer Internet,Online Blogging Platform,India,Bengaluru,Undisclosed,Seed Funding,,2016,June
2016-06-28,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,India,Gurugram,"Accel Partners, RB Investments",Private Equity,8000000,2016,June
2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,India,New Delhi,Sanjeev Sinha,Seed Funding,295000,2016,June
2016-06-28,Lending Kart,Consumer Internet,Online Working Capital Business Loans Platform,India,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000,2016,June
2016-06-28,Locanix,SaaS & Enterprise Tech,GPS based SaaS Solutions,India,Ahmedabad,Undisclosed,Seed Funding,300000,2016,June
2016-06-28,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,India,Hyderabad,Soniks Consulting,Seed Funding,,2016,June
2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,India,Bengaluru,Undisclosed,Seed Funding,100000,2016,June
2016-06-27,Travelyaari,Consumer Internet,Online ticket booking platform,India,Bengaluru,GVFL Ltd,Private Equity,3000000,2016,June
2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car rental platform,India,New Delhi,"Kanodia family, Amit Banka",Seed Funding,,2016,June
2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,India,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000,2016,June
2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,India,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000,2016,June
2016-06-24,KabadiExpress,Consumer Internet,Free Door Step Scrap Pickup Service,India,New Delhi,Undisclosed,Seed Funding,148000,2016,June
2016-06-24,Leap India,Consumer Internet,Supply Chain Equipment & Services provider,India,Mumbai,Mayfield Ventures,Private Equity,3000000,2016,June
2016-06-24,ParaBlu,SaaS & Enterprise Tech,Cloud Data Security & Privacy Solutions,India,Bengaluru,Kalaari Capital,Seed Funding,500000,2016,June
2016-06-24,Pratilipi,Consumer Internet,Multi-Lingual self-publishing platform,India,Bengaluru,Nexus Venture Partners,Seed Funding,,2016,June
2016-06-24,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,India,Mumbai,GVFL,Private Equity,6000000,2016,June
2016-06-23,FarEye,SaaS & Enterprise Tech,Logistics Management Software,India,New Delhi,Saif Partners,Private Equity,3500000,2016,June
2016-06-23,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,India,New Delhi,Rise India,Private Equity,,2016,June
2016-06-23,Staqu,SaaS & Enterprise Tech,Artificial Intelligence based search platform,India,Gurugram,Indian Angel Network,Seed Funding,,2016,June
2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,India,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000,2016,June
2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,India,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000,2016,June
2016-06-21,Celerix,SaaS & Enterprise Tech,Fintech Product Development & Services Startup,India,Bengaluru,Bitkemy Ventures,Seed Funding,400000,2016,June
2016-06-21,Cleartrip,Consumer Internet,Online Travel Agency,India,Mumbai,"Concur Technologies, Gund Investment",Private Equity,,2016,June
2016-06-21,CyclopsMedtech,SaaS & Enterprise Tech,Medical Technology Provider,India,Bengaluru,CP Bothra,Seed Funding,,2016,June
2016-06-21,NatureNama,Consumer Internet,Online Outdoors & travel,India,Mumbai,Unicorn Venture,Seed Funding,225000,2016,June
2016-06-21,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,India,Mumbai,Swan Angel Network,Seed Funding,150000,2016,June
2016-06-21,PrettySecrets,E-Commerce,Women Lingerie Store,India,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000,2016,June
2016-06-21,ProcMart,Consumer Internet,Online Procurement Marketplace,India,Noida,IndiaMart,Private Equity,,2016,June
2016-06-21,REstate,Consumer Internet,Real Estate Platform,India,Bengaluru,Idein Ventures,Seed Funding,,2016,June
2016-06-21,Syona Cosmetics,E-Commerce,Beauty Products & Training to Salons & Spas,India,Chennai,The Chennai Angels,Seed Funding,150000,2016,June
2016-06-20,Dipper,E-Commerce,Freight Logistics Marketplace,India,New Delhi,Undisclosed,Seed Funding,,2016,June
2016-06-20,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,India,New Delhi,Hamraj Kumar,Seed Funding,,2016,June
2016-06-20,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,India,Ahmedabad,Timbru Ventures,Seed Funding,,2016,June
